"Labour force characteristics by sex and detailed age group, monthly, unadjusted for seasonality (x 1,000)" 1
"Monthly"
"Table: 14-10-0017-01 (formerly CANSIM 282-0001)"
"Geography: Canada, Province or territory"

"","","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"","","Employment 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sex","Age group","January 1976","February 1976","March 1976","April 1976","May 1976","June 1976","July 1976","August 1976","September 1976","October 1976","November 1976","December 1976","January 1977","February 1977","March 1977","April 1977","May 1977","June 1977","July 1977","August 1977","September 1977","October 1977","November 1977","December 1977","January 1978","February 1978","March 1978","April 1978","May 1978","June 1978","July 1978","August 1978","September 1978","October 1978","November 1978","December 1978","January 1979","February 1979","March 1979","April 1979","May 1979","June 1979","July 1979","August 1979","September 1979","October 1979","November 1979","December 1979","January 1980","February 1980","March 1980","April 1980","May 1980","June 1980","July 1980","August 1980","September 1980","October 1980","November 1980","December 1980","January 1981","February 1981","March 1981","April 1981","May 1981","June 1981","July 1981","August 1981","September 1981","October 1981","November 1981","December 1981","January 1982","February 1982","March 1982","April 1982","May 1982","June 1982","July 1982","August 1982","September 1982","October 1982","November 1982","December 1982","January 1983","February 1983","March 1983","April 1983","May 1983","June 1983","July 1983","August 1983","September 1983","October 1983","November 1983","December 1983","January 1984","February 1984","March 1984","April 1984","May 1984","June 1984","July 1984","August 1984","September 1984","October 1984","November 1984","December 1984","January 1985","February 1985","March 1985","April 1985","May 1985","June 1985","July 1985","August 1985","September 1985","October 1985","November 1985","December 1985","January 1986","February 1986","March 1986","April 1986","May 1986","June 1986","July 1986","August 1986","September 1986","October 1986","November 1986","December 1986","January 1987","February 1987","March 1987","April 1987","May 1987","June 1987","July 1987","August 1987","September 1987","October 1987","November 1987","December 1987","January 1988","February 1988","March 1988","April 1988","May 1988","June 1988","July 1988","August 1988","September 1988","October 1988","November 1988","December 1988","January 1989","February 1989","March 1989","April 1989","May 1989","June 1989","July 1989","August 1989","September 1989","October 1989","November 1989","December 1989","January 1990","February 1990","March 1990","April 1990","May 1990","June 1990","July 1990","August 1990","September 1990","October 1990","November 1990","December 1990","January 1991","February 1991","March 1991","April 1991","May 1991","June 1991","July 1991","August 1991","September 1991","October 1991","November 1991","December 1991","January 1992","February 1992","March 1992","April 1992","May 1992","June 1992","July 1992","August 1992","September 1992","October 1992","November 1992","December 1992","January 1993","February 1993","March 1993","April 1993","May 1993","June 1993","July 1993","August 1993","September 1993","October 1993","November 1993","December 1993","January 1994","February 1994","March 1994","April 1994","May 1994","June 1994","July 1994","August 1994","September 1994","October 1994","November 1994","December 1994","January 1995","February 1995","March 1995","April 1995","May 1995","June 1995","July 1995","August 1995","September 1995","October 1995","November 1995","December 1995","January 1996","February 1996","March 1996","April 1996","May 1996","June 1996","July 1996","August 1996","September 1996","October 1996","November 1996","December 1996","January 1997","February 1997","March 1997","April 1997","May 1997","June 1997","July 1997","August 1997","September 1997","October 1997","November 1997","December 1997","January 1998","February 1998","March 1998","April 1998","May 1998","June 1998","July 1998","August 1998","September 1998","October 1998","November 1998","December 1998","January 1999","February 1999","March 1999","April 1999","May 1999","June 1999","July 1999","August 1999","September 1999","October 1999","November 1999","December 1999","January 2000","February 2000","March 2000","April 2000","May 2000","June 2000","July 2000","August 2000","September 2000","October 2000","November 2000","December 2000","January 2001","February 2001","March 2001","April 2001","May 2001","June 2001","July 2001","August 2001","September 2001","October 2001","November 2001","December 2001","January 2002","February 2002","March 2002","April 2002","May 2002","June 2002","July 2002","August 2002","September 2002","October 2002","November 2002","December 2002","January 2003","February 2003","March 2003","April 2003","May 2003","June 2003","July 2003","August 2003","September 2003","October 2003","November 2003","December 2003","January 2004","February 2004","March 2004","April 2004","May 2004","June 2004","July 2004","August 2004","September 2004","October 2004","November 2004","December 2004","January 2005","February 2005","March 2005","April 2005","May 2005","June 2005","July 2005","August 2005","September 2005","October 2005","November 2005","December 2005","January 2006","February 2006","March 2006","April 2006","May 2006","June 2006","July 2006","August 2006","September 2006","October 2006","November 2006","December 2006","January 2007","February 2007","March 2007","April 2007","May 2007","June 2007","July 2007","August 2007","September 2007","October 2007","November 2007","December 2007","January 2008","February 2008","March 2008","April 2008","May 2008","June 2008","July 2008","August 2008","September 2008","October 2008","November 2008","December 2008","January 2009","February 2009","March 2009","April 2009","May 2009","June 2009","July 2009","August 2009","September 2009","October 2009","November 2009","December 2009","January 2010","February 2010","March 2010","April 2010","May 2010","June 2010","July 2010","August 2010","September 2010","October 2010","November 2010","December 2010","January 2011","February 2011","March 2011","April 2011","May 2011","June 2011","July 2011","August 2011","September 2011","October 2011","November 2011","December 2011","January 2012","February 2012","March 2012","April 2012","May 2012","June 2012","July 2012","August 2012","September 2012","October 2012","November 2012","December 2012","January 2013","February 2013","March 2013","April 2013","May 2013","June 2013","July 2013","August 2013","September 2013","October 2013","November 2013","December 2013","January 2014","February 2014","March 2014","April 2014","May 2014","June 2014","July 2014","August 2014","September 2014","October 2014","November 2014","December 2014","January 2015","February 2015","March 2015","April 2015","May 2015","June 2015","July 2015","August 2015","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020"
"",,"Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Both sexes","15 years and over","9,271.4","9,324.5","9,428.4","9,503.0","9,766.4","10,030.9","10,221.8","10,206.6","9,864.0","9,844.1","9,789.7","9,719.1","9,485.7","9,534.7","9,591.3","9,649.1","9,996.2","10,183.0","10,373.3","10,369.5","10,004.4","10,025.5","9,939.6","9,853.5","9,625.0","9,728.8","9,828.7","9,877.5","10,224.0","10,481.7","10,723.9","10,732.1","10,371.1","10,433.8","10,350.3","10,266.5","10,075.5","10,145.4","10,264.2","10,343.8","10,684.2","10,923.1","11,199.3","11,204.0","10,819.8","10,866.1","10,798.4","10,699.1","10,508.8","10,551.0","10,629.6","10,705.0","10,952.9","11,274.8","11,425.7","11,442.2","11,123.3","11,142.1","11,083.3","10,970.0","10,806.4","10,929.7","10,984.9","11,071.5","11,405.1","11,717.0","11,835.7","11,836.6","11,399.9","11,360.5","11,247.1","11,065.9","10,801.5","10,823.4","10,858.1","10,834.8","11,078.7","11,260.8","11,355.3","11,242.8","10,879.0","10,852.6","10,721.9","10,615.1","10,400.1","10,484.0","10,600.5","10,692.2","11,058.4","11,336.4","11,535.9","11,540.9","11,245.2","11,229.2","11,114.9","11,026.3","10,756.2","10,863.8","10,926.7","10,988.6","11,346.3","11,619.7","11,839.9","11,774.6","11,439.7","11,446.4","11,337.6","11,281.3","11,106.5","11,164.5","11,248.2","11,359.7","11,717.2","11,925.3","12,155.7","12,139.3","11,794.8","11,811.2","11,764.0","11,709.6","11,523.4","11,579.2","11,645.3","11,791.8","12,080.7","12,373.4","12,480.7","12,452.3","12,102.2","12,116.3","12,026.0","11,930.8","11,714.4","11,794.0","11,881.9","12,011.1","12,383.7","12,666.0","12,799.4","12,808.8","12,489.8","12,550.0","12,464.4","12,432.9","12,199.5","12,302.6","12,362.0","12,440.6","12,809.2","13,025.3","13,157.2","13,127.2","12,806.4","12,842.2","12,743.4","12,699.4","12,551.9","12,595.3","12,678.1","12,711.9","13,076.3","13,301.5","13,424.4","13,448.1","13,114.4","13,121.0","13,004.3","12,926.7","12,717.8","12,787.5","12,815.8","12,924.1","13,202.1","13,448.6","13,568.0","13,515.8","13,186.6","13,138.5","12,935.7","12,796.2","12,508.9","12,504.2","12,507.4","12,626.7","12,969.7","13,189.3","13,309.4","13,281.1","12,969.7","12,966.8","12,782.4","12,672.7","12,396.8","12,432.8","12,424.6","12,490.1","12,814.6","13,067.2","13,153.9","13,097.2","12,815.3","12,819.5","12,671.3","12,587.8","12,346.3","12,425.7","12,465.5","12,496.8","12,829.3","13,123.5","13,202.9","13,177.6","12,954.7","12,926.8","12,844.7","12,719.2","12,440.5","12,555.2","12,620.1","12,683.0","13,124.4","13,378.5","13,507.4","13,494.1","13,290.1","13,261.5","13,227.1","13,123.0","12,894.4","12,925.9","12,985.1","13,005.6","13,372.4","13,605.7","13,678.5","13,676.7","13,445.3","13,431.3","13,283.5","13,240.2","12,997.9","13,067.6","13,086.3","13,179.8","13,521.0","13,717.2","13,841.4","13,839.0","13,531.6","13,486.8","13,403.9","13,369.1","13,147.7","13,215.3","13,289.6","13,355.9","13,732.9","14,040.7","14,117.3","14,172.5","13,923.8","13,901.5","13,820.2","13,780.6","13,474.6","13,597.2","13,654.9","13,766.5","14,091.5","14,341.2","14,441.0","14,468.4","14,235.5","14,224.5","14,162.4","14,106.4","13,881.5","13,952.6","13,988.3","14,102.3","14,454.5","14,698.7","14,804.6","14,776.0","14,556.5","14,575.2","14,517.4","14,516.2","14,257.0","14,363.7","14,418.0","14,493.1","14,874.9","15,056.3","15,112.9","15,097.0","14,883.9","14,896.3","14,846.2","14,822.2","14,526.0","14,572.4","14,619.1","14,724.3","15,080.9","15,230.6","15,297.8","15,273.1","15,029.5","15,023.0","14,951.4","14,859.5","14,659.9","14,732.8","14,846.7","14,968.3","15,352.0","15,597.9","15,688.9","15,740.1","15,498.9","15,496.3","15,464.6","15,449.5","15,179.3","15,291.4","15,339.6","15,386.7","15,700.7","15,984.7","16,002.9","15,971.9","15,750.1","15,801.8","15,772.6","15,748.4","15,452.4","15,513.4","15,538.0","15,663.0","16,016.3","16,273.7","16,287.8","16,224.4","16,023.1","16,049.3","15,993.7","15,945.2","15,658.4","15,742.1","15,754.4","15,850.3","16,242.5","16,446.2","16,482.8","16,460.9","16,200.5","16,266.6","16,222.3","16,155.2","15,868.0","15,954.9","16,022.7","16,107.8","16,584.5","16,758.7","16,764.9","16,710.3","16,484.3","16,531.7","16,485.2","16,478.8","16,267.9","16,343.7","16,412.1","16,479.1","16,863.8","17,093.5","17,117.1","17,088.2","16,876.7","16,957.7","16,904.0","16,827.6","16,600.1","16,702.9","16,718.8","16,797.2","17,154.2","17,372.2","17,305.9","17,293.9","17,121.4","17,172.8","16,994.0","16,889.1","16,476.5","16,472.8","16,428.5","16,510.2","16,819.9","17,034.0","16,962.4","16,944.3","16,772.0","16,785.3","16,809.1","16,716.4","16,484.7","16,552.4","16,537.9","16,738.6","17,081.0","17,383.7","17,303.2","17,283.8","17,060.7","17,081.9","17,055.6","17,007.5","16,793.2","16,844.5","16,842.7","17,000.6","17,379.6","17,591.9","17,547.0","17,540.9","17,362.4","17,311.8","17,246.5","17,191.3","16,914.7","16,970.9","17,051.1","17,283.8","17,611.9","17,800.5","17,704.0","17,740.7","17,589.4","17,570.1","17,535.2","17,483.5","17,274.9","17,351.7","17,313.6","17,466.5","17,865.4","18,030.7","17,964.9","17,983.6","17,828.9","17,805.1","17,755.4","17,652.6","17,408.8","17,466.4","17,491.4","17,577.4","17,924.4","18,141.9","18,077.4","18,037.8","17,915.1","17,948.6","17,871.2","17,765.9","17,540.0","17,582.0","17,574.0","17,697.9","18,110.5","18,314.6","18,240.3","18,228.8","18,068.7","18,094.3","17,993.2","17,915.0","17,661.9","17,697.1","17,726.6","17,824.2","18,258.7","18,410.6","18,301.6","18,296.6","18,212.1","18,256.7","18,179.7","18,133.0","17,956.1","17,992.8","18,018.3","18,097.0","18,575.0","18,769.3","18,698.8","18,675.2","18,524.8","18,562.0","18,567.1","18,560.4","18,231.3","18,273.6","18,317.4","18,417.7","18,785.1","18,978.8","18,933.9","18,839.1","18,753.9","18,771.2","18,820.1","18,768.3","18,569.8","18,662.0","18,664.7","18,852.4","19,237.9","19,392.9","19,283.8","19,317.9","19,248.8","19,238.8","19,103.3","19,096.4","18,838.6","18,917.1","17,856.6"
